yourlist:M202205184ABAA9BC7178C81CEBC9459510EDDEA34D94DBZ,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
RHG01_MOUSE,Q5FWK3,RHG01_MOUSE,reviewed,Rho GTPase-activating protein 1 (Rho-type GTPase-activating protein 1),Arhgap1,Mus musculus (Mouse),439
RHOA_MOUSE,Q9QUI0,RHOA_MOUSE,reviewed,Transforming protein RhoA (EC 3.6.5.2),Rhoa Arha Arha2,Mus musculus (Mouse),193
RHOG_MOUSE,P84096,RHOG_MOUSE,reviewed,Rho-related GTP-binding protein RhoG (Sid 10750),Rhog Arhg Sid10750,Mus musculus (Mouse),191
RIDA_MOUSE,P52760,RIDA_MOUSE,reviewed,2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Heat-responsive protein 12) (Reactive intermediate imine deaminase A homolog) (Translation inhibitor L-PSP ribonuclease),Rida Hrp12,Mus musculus (Mouse),135
RINI_MOUSE,Q91VI7,RINI_MOUSE,reviewed,Ribonuclease inhibitor (Ribonuclease/angiogenin inhibitor 1),Rnh1 Rnh,Mus musculus (Mouse),456
RISC_MOUSE,Q920A5,RISC_MOUSE,reviewed,Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1),Scpep1 Risc,Mus musculus (Mouse),452
RL10A_MOUSE,P53026,RL10A_MOUSE,reviewed,60S ribosomal protein L10a (CSA-19) (Neural precursor cell expressed developmentally down-regulated protein 6) (NEDD-6),Rpl10a Nedd-6 Nedd6,Mus musculus (Mouse),217
RL10_MOUSE,Q6ZWV3,RL10_MOUSE,reviewed,60S ribosomal protein L10 (Protein QM homolog) (Ribosomal protein L10),Rpl10 Qm,Mus musculus (Mouse),214
RL11_MOUSE,Q9CXW4,RL11_MOUSE,reviewed,60S ribosomal protein L11,Rpl11,Mus musculus (Mouse),178
RL12_MOUSE,P35979,RL12_MOUSE,reviewed,60S ribosomal protein L12,Rpl12,Mus musculus (Mouse),165
RL13A_MOUSE,P19253,RL13A_MOUSE,reviewed,60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen),Rpl13a P198 Tstap198-7,Mus musculus (Mouse),203
RL13_MOUSE,P47963,RL13_MOUSE,reviewed,60S ribosomal protein L13 (A52),Rpl13,Mus musculus (Mouse),211
RL14_MOUSE,Q9CR57,RL14_MOUSE,reviewed,60S ribosomal protein L14,Rpl14,Mus musculus (Mouse),217
RL15_MOUSE,Q9CZM2,RL15_MOUSE,reviewed,60S ribosomal protein L15,Rpl15,Mus musculus (Mouse),204
RL17_MOUSE,Q9CPR4,RL17_MOUSE,reviewed,60S ribosomal protein L17,Rpl17,Mus musculus (Mouse),184
RL18A_MOUSE,P62717,RL18A_MOUSE,reviewed,60S ribosomal protein L18a,Rpl18a,Mus musculus (Mouse),176
RL18_MOUSE,P35980,RL18_MOUSE,reviewed,60S ribosomal protein L18,Rpl18,Mus musculus (Mouse),188
RL19_MOUSE,P84099,RL19_MOUSE,reviewed,60S ribosomal protein L19,Rpl19,Mus musculus (Mouse),196
RL1D1_MOUSE,Q8BVY0,RL1D1_MOUSE,reviewed,Ribosomal L1 domain-containing protein 1,Rsl1d1,Mus musculus (Mouse),452
RL21_MOUSE,O09167,RL21_MOUSE,reviewed,60S ribosomal protein L21,Rpl21,Mus musculus (Mouse),160
RL22L_MOUSE,Q9D7S7,RL22L_MOUSE,reviewed,60S ribosomal protein L22-like 1,Rpl22l1,Mus musculus (Mouse),122
RL22_MOUSE,P67984,RL22_MOUSE,reviewed,60S ribosomal protein L22 (Heparin-binding protein HBp15),Rpl22,Mus musculus (Mouse),128
RL23A_MOUSE,P62751,RL23A_MOUSE,reviewed,60S ribosomal protein L23a,Rpl23a,Mus musculus (Mouse),156
RL23_MOUSE,P62830,RL23_MOUSE,reviewed,60S ribosomal protein L23,Rpl23,Mus musculus (Mouse),140
RL24_MOUSE,Q8BP67,RL24_MOUSE,reviewed,60S ribosomal protein L24,Rpl24,Mus musculus (Mouse),157
RL26_MOUSE,P61255,RL26_MOUSE,reviewed,60S ribosomal protein L26 (Silica-induced gene 20 protein) (SIG-20),Rpl26,Mus musculus (Mouse),145
RL27A_MOUSE,P14115,RL27A_MOUSE,reviewed,60S ribosomal protein L27a (L29),Rpl27a,Mus musculus (Mouse),148
RL27_MOUSE,P61358,RL27_MOUSE,reviewed,60S ribosomal protein L27,Rpl27,Mus musculus (Mouse),136
RL30_MOUSE,P62889,RL30_MOUSE,reviewed,60S ribosomal protein L30,Rpl30,Mus musculus (Mouse),115
RL31_MOUSE,P62900,RL31_MOUSE,reviewed,60S ribosomal protein L31,Rpl31,Mus musculus (Mouse),125
RL32_MOUSE,P62911,RL32_MOUSE,reviewed,60S ribosomal protein L32,Rpl32,Mus musculus (Mouse),135
RL35_MOUSE,Q6ZWV7,RL35_MOUSE,reviewed,60S ribosomal protein L35,Rpl35,Mus musculus (Mouse),123
RL37A_MOUSE,P61514,RL37A_MOUSE,reviewed,60S ribosomal protein L37a,Rpl37a,Mus musculus (Mouse),92
RL38_MOUSE,Q9JJI8,RL38_MOUSE,reviewed,60S ribosomal protein L38,Rpl38,Mus musculus (Mouse),70
RL3_MOUSE,P27659,RL3_MOUSE,reviewed,60S ribosomal protein L3 (J1 protein),Rpl3,Mus musculus (Mouse),403
RL4_MOUSE,Q9D8E6,RL4_MOUSE,reviewed,60S ribosomal protein L4,Rpl4,Mus musculus (Mouse),419
RL5_MOUSE,P47962,RL5_MOUSE,reviewed,60S ribosomal protein L5,Rpl5,Mus musculus (Mouse),297
RL6_MOUSE,P47911,RL6_MOUSE,reviewed,60S ribosomal protein L6 (TAX-responsive enhancer element-binding protein 107) (TAXREB107),Rpl6,Mus musculus (Mouse),296
RL7A_MOUSE,P12970,RL7A_MOUSE,reviewed,60S ribosomal protein L7a (Surfeit locus protein 3),Rpl7a Surf-3 Surf3,Mus musculus (Mouse),266
RL7_MOUSE,P14148,RL7_MOUSE,reviewed,60S ribosomal protein L7,Rpl7,Mus musculus (Mouse),270
RL8_MOUSE,P62918,RL8_MOUSE,reviewed,60S ribosomal protein L8,Rpl8,Mus musculus (Mouse),257
RL9_MOUSE,P51410,RL9_MOUSE,reviewed,60S ribosomal protein L9,Rpl9,Mus musculus (Mouse),192
RLA0_MOUSE,P14869,RLA0_MOUSE,reviewed,60S acidic ribosomal protein P0 (60S ribosomal protein L10E),Rplp0 Arbp,Mus musculus (Mouse),317
RLA1_MOUSE,P47955,RLA1_MOUSE,reviewed,60S acidic ribosomal protein P1,Rplp1,Mus musculus (Mouse),114
RLA2_MOUSE,P99027,RLA2_MOUSE,reviewed,60S acidic ribosomal protein P2,Rplp2,Mus musculus (Mouse),115
RM01_MOUSE,Q99N96,RM01_MOUSE,reviewed,"39S ribosomal protein L1, mitochondrial (L1mt) (MRP-L1)",Mrpl1,Mus musculus (Mouse),336
RM04_MOUSE,Q9DCU6,RM04_MOUSE,reviewed,"39S ribosomal protein L4, mitochondrial (L4mt) (MRP-L4)",Mrpl4 MNCb-3848,Mus musculus (Mouse),294
RM09_MOUSE,Q99N94,RM09_MOUSE,reviewed,"39S ribosomal protein L9, mitochondrial (L9mt) (MRP-L9)",Mrpl9,Mus musculus (Mouse),265
RM10_MOUSE,Q3TBW2,RM10_MOUSE,reviewed,"39S ribosomal protein L10, mitochondrial (L10mt) (MRP-L10)",Mrpl10,Mus musculus (Mouse),262
RM11_MOUSE,Q9CQF0,RM11_MOUSE,reviewed,"39S ribosomal protein L11, mitochondrial (L11mt) (MRP-L11)",Mrpl11,Mus musculus (Mouse),192
RM12_MOUSE,Q9DB15,RM12_MOUSE,reviewed,"39S ribosomal protein L12, mitochondrial (L12mt) (MRP-L12)",Mrpl12 Rpml12,Mus musculus (Mouse),201
RM13_MOUSE,Q9D1P0,RM13_MOUSE,reviewed,"39S ribosomal protein L13, mitochondrial (L13mt) (MRP-L13)",Mrpl13,Mus musculus (Mouse),178
RM14_MOUSE,Q9D1I6,RM14_MOUSE,reviewed,"39S ribosomal protein L14, mitochondrial (L14mt) (MRP-L14)",Mrpl14,Mus musculus (Mouse),145
RM16_MOUSE,Q99N93,RM16_MOUSE,reviewed,"39S ribosomal protein L16, mitochondrial (L16mt) (MRP-L16)",Mrpl16,Mus musculus (Mouse),251
RM19_MOUSE,Q9D338,RM19_MOUSE,reviewed,"39S ribosomal protein L19, mitochondrial (L19mt) (MRP-L19)",Mrpl19,Mus musculus (Mouse),292
RM21_MOUSE,Q9D1N9,RM21_MOUSE,reviewed,"39S ribosomal protein L21, mitochondrial (L21mt) (MRP-L21)",Mrpl21 D9Wsu149,Mus musculus (Mouse),209
RM22_MOUSE,Q8BU88,RM22_MOUSE,reviewed,"39S ribosomal protein L22, mitochondrial (L22mt) (MRP-L22)",Mrpl22,Mus musculus (Mouse),206
RM23_MOUSE,O35972,RM23_MOUSE,reviewed,"39S ribosomal protein L23, mitochondrial (L23mt) (MRP-L23) (L23 mitochondrial-related protein)",Mrpl23 L23mrp,Mus musculus (Mouse),146
RM27_MOUSE,Q99N92,RM27_MOUSE,reviewed,"39S ribosomal protein L27, mitochondrial (L27mt) (MRP-L27)",Mrpl27,Mus musculus (Mouse),148
RM30_MOUSE,Q9D7N6,RM30_MOUSE,reviewed,"39S ribosomal protein L30, mitochondrial (L30mt) (MRP-L30)",Mrpl30,Mus musculus (Mouse),160
RM37_MOUSE,Q921S7,RM37_MOUSE,reviewed,"39S ribosomal protein L37, mitochondrial (L37mt) (MRP-L37)",Mrpl37,Mus musculus (Mouse),423
RM38_MOUSE,Q8K2M0,RM38_MOUSE,reviewed,"39S ribosomal protein L38, mitochondrial (L38mt) (MRP-L38)",Mrpl38,Mus musculus (Mouse),380
RM39_MOUSE,Q9JKF7,RM39_MOUSE,reviewed,"39S ribosomal protein L39, mitochondrial (L39mt) (MRP-L39)",Mrpl39,Mus musculus (Mouse),336
RM40_MOUSE,Q9Z2Q5,RM40_MOUSE,reviewed,"39S ribosomal protein L40, mitochondrial (L40mt) (MRP-L40) (Nuclear localization signal-containing protein deleted in velocardiofacial syndrome homolog)",Mrpl40 Nlvcf,Mus musculus (Mouse),206
RM41_MOUSE,Q9CQN7,RM41_MOUSE,reviewed,"39S ribosomal protein L41, mitochondrial (L41mt) (MRP-L41)",Mrpl41,Mus musculus (Mouse),135
RM46_MOUSE,Q9EQI8,RM46_MOUSE,reviewed,"39S ribosomal protein L46, mitochondrial (L46mt) (MRP-L46)",Mrpl46,Mus musculus (Mouse),283
RM47_MOUSE,Q8K2Y7,RM47_MOUSE,reviewed,"39S ribosomal protein L47, mitochondrial (L47mt) (MRP-L47)",Mrpl47,Mus musculus (Mouse),252
RM49_MOUSE,Q9CQ40,RM49_MOUSE,reviewed,"39S ribosomal protein L49, mitochondrial (L49mt) (MRP-L49)",Mrpl49,Mus musculus (Mouse),166
RM50_MOUSE,Q8VDT9,RM50_MOUSE,reviewed,"39S ribosomal protein L50, mitochondrial (L50mt) (MRP-L50)",Mrpl50,Mus musculus (Mouse),159
RM53_MOUSE,Q9D1H8,RM53_MOUSE,reviewed,"39S ribosomal protein L53, mitochondrial (L53mt) (MRP-L53)",Mrpl53,Mus musculus (Mouse),118
RM55_MOUSE,Q9CZ83,RM55_MOUSE,reviewed,"39S ribosomal protein L55, mitochondrial (L55mt) (MRP-L55)",Mrpl55,Mus musculus (Mouse),127
RMD1_MOUSE,Q9DCV4,RMD1_MOUSE,reviewed,Regulator of microtubule dynamics protein 1 (RMD-1) (mRMD-1) (Microtubule-associated protein) (Protein FAM82B),Rmdn1 Fam82b,Mus musculus (Mouse),305
RMD2_MOUSE,Q8BSE0,RMD2_MOUSE,reviewed,Regulator of microtubule dynamics protein 2 (RMD-2) (mRMD-2) (Protein FAM82A1),Rmdn2 Fam82a Fam82a1,Mus musculus (Mouse),410
RMD3_MOUSE,Q3UJU9,RMD3_MOUSE,reviewed,Regulator of microtubule dynamics protein 3 (RMD-3) (mRMD-3) (Protein FAM82A2) (Protein FAM82C),Rmdn3 Fam82a2 Fam82c,Mus musculus (Mouse),470
RNT2A_MOUSE,C0HKG5,RNT2A_MOUSE,reviewed,Ribonuclease T2-A (EC 4.6.1.19) (Ribonuclease 6-A),Rnaset2a Rnase6pl,Mus musculus (Mouse),259
ROA1_MOUSE,P49312,ROA1_MOUSE,reviewed,"Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (HDP-1) (Helix-destabilizing protein) (Single-strand-binding protein) (Topoisomerase-inhibitor suppressed) (hnRNP core protein A1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed]",Hnrnpa1 Fli-2 Hnrpa1 Tis,Mus musculus (Mouse),320
ROA2_MOUSE,O88569,ROA2_MOUSE,reviewed,Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1),Hnrnpa2b1 Hnrpa2b1,Mus musculus (Mouse),353
ROA3_MOUSE,Q8BG05,ROA3_MOUSE,reviewed,Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3),Hnrnpa3 Hnrpa3,Mus musculus (Mouse),379
ROAA_MOUSE,Q99020,ROAA_MOUSE,reviewed,Heterogeneous nuclear ribonucleoprotein A/B (hnRNP A/B) (CArG-binding factor-A) (CBF-A),Hnrnpab Cbf-a Cgbfa Hnrpab,Mus musculus (Mouse),285
ROMO1_MOUSE,P60603,ROMO1_MOUSE,reviewed,Reactive oxygen species modulator 1 (ROS modulator 1) (Protein MGR2 homolog),Romo1,Mus musculus (Mouse),79
RPN1_MOUSE,Q91YQ5,RPN1_MOUSE,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1),Rpn1,Mus musculus (Mouse),608
RPN2_MOUSE,Q9DBG6,RPN2_MOUSE,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (Ribophorin II) (RPN-II) (Ribophorin-2),Rpn2,Mus musculus (Mouse),631
RPTOR_MOUSE,Q8K4Q0,RPTOR_MOUSE,reviewed,Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein),Rptor Raptor,Mus musculus (Mouse),1335
RRAGC_MOUSE,Q99K70,RRAGC_MOUSE,reviewed,Ras-related GTP-binding protein C (Rag C) (RagC) (EC 3.6.5.-) (GTPase-interacting protein 2) (TIB929),Rragc,Mus musculus (Mouse),398
RRAS2_MOUSE,P62071,RRAS2_MOUSE,reviewed,Ras-related protein R-Ras2 (EC 3.6.5.-),Rras2,Mus musculus (Mouse),204
RRAS_MOUSE,P10833,RRAS_MOUSE,reviewed,Ras-related protein R-Ras (EC 3.6.5.-) (p23),Rras,Mus musculus (Mouse),218
RRBP1_MOUSE,Q99PL5,RRBP1_MOUSE,reviewed,Ribosome-binding protein 1 (Ribosome receptor protein) (RRp) (mRRp),Rrbp1,Mus musculus (Mouse),1605
RRF2M_MOUSE,Q8R2Q4,RRF2M_MOUSE,reviewed,"Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)",Gfm2 Efg2,Mus musculus (Mouse),779
RRFM_MOUSE,Q9D6S7,RRFM_MOUSE,reviewed,"Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)",Mrrf,Mus musculus (Mouse),262
RS10_MOUSE,P63325,RS10_MOUSE,reviewed,40S ribosomal protein S10,Rps10,Mus musculus (Mouse),165
RS11_MOUSE,P62281,RS11_MOUSE,reviewed,40S ribosomal protein S11,Rps11,Mus musculus (Mouse),158
RS12_MOUSE,P63323,RS12_MOUSE,reviewed,40S ribosomal protein S12,Rps12,Mus musculus (Mouse),132
RS13_MOUSE,P62301,RS13_MOUSE,reviewed,40S ribosomal protein S13,Rps13,Mus musculus (Mouse),151
RS14_MOUSE,P62264,RS14_MOUSE,reviewed,40S ribosomal protein S14,Rps14,Mus musculus (Mouse),151
RS15A_MOUSE,P62245,RS15A_MOUSE,reviewed,40S ribosomal protein S15a,Rps15a,Mus musculus (Mouse),130
RS15_MOUSE,P62843,RS15_MOUSE,reviewed,40S ribosomal protein S15 (RIG protein),Rps15 Rig,Mus musculus (Mouse),145
RS16_MOUSE,P14131,RS16_MOUSE,reviewed,40S ribosomal protein S16,Rps16,Mus musculus (Mouse),146
RS17_MOUSE,P63276,RS17_MOUSE,reviewed,40S ribosomal protein S17,Rps17,Mus musculus (Mouse),135
RS18_MOUSE,P62270,RS18_MOUSE,reviewed,40S ribosomal protein S18 (Ke-3) (Ke3),Rps18,Mus musculus (Mouse),152
RS19_MOUSE,Q9CZX8,RS19_MOUSE,reviewed,40S ribosomal protein S19,Rps19,Mus musculus (Mouse),145
RS20_MOUSE,P60867,RS20_MOUSE,reviewed,40S ribosomal protein S20,Rps20,Mus musculus (Mouse),119
RS21_MOUSE,Q9CQR2,RS21_MOUSE,reviewed,40S ribosomal protein S21,Rps21,Mus musculus (Mouse),83
RS23_MOUSE,P62267,RS23_MOUSE,reviewed,40S ribosomal protein S23,Rps23,Mus musculus (Mouse),143
RS24_MOUSE,P62849,RS24_MOUSE,reviewed,40S ribosomal protein S24,Rps24,Mus musculus (Mouse),133
RS25_MOUSE,P62852,RS25_MOUSE,reviewed,40S ribosomal protein S25,Rps25,Mus musculus (Mouse),125
RS26_MOUSE,P62855,RS26_MOUSE,reviewed,40S ribosomal protein S26,Rps26,Mus musculus (Mouse),115
RS27A_MOUSE,P62983,RS27A_MOUSE,reviewed,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a],Rps27a Uba80 Ubcep1,Mus musculus (Mouse),156
RS27L_MOUSE,Q6ZWY3,RS27L_MOUSE,reviewed,40S ribosomal protein S27-like,Rps27l,Mus musculus (Mouse),84
RS27_MOUSE,Q6ZWU9,RS27_MOUSE,reviewed,40S ribosomal protein S27,Rps27,Mus musculus (Mouse),84
RS28_MOUSE,P62858,RS28_MOUSE,reviewed,40S ribosomal protein S28,Rps28,Mus musculus (Mouse),69
RS29_MOUSE,P62274,RS29_MOUSE,reviewed,40S ribosomal protein S29,Rps29,Mus musculus (Mouse),56
RS2_MOUSE,P25444,RS2_MOUSE,reviewed,40S ribosomal protein S2 (40S ribosomal protein S4) (Protein LLRep3),Rps2 Llrep3 Rps4,Mus musculus (Mouse),293
RS30_MOUSE,P62862,RS30_MOUSE,reviewed,40S ribosomal protein S30,Fau,Mus musculus (Mouse),59
RS3A_MOUSE,P97351,RS3A_MOUSE,reviewed,40S ribosomal protein S3a (Protein TU-11),Rps3a Rps3a1,Mus musculus (Mouse),264
RS3_MOUSE,P62908,RS3_MOUSE,reviewed,40S ribosomal protein S3 (EC 4.2.99.18),Rps3,Mus musculus (Mouse),243
RS4X_MOUSE,P62702,RS4X_MOUSE,reviewed,"40S ribosomal protein S4, X isoform",Rps4x Rps4,Mus musculus (Mouse),263
RS5_MOUSE,P97461,RS5_MOUSE,reviewed,"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]",Rps5,Mus musculus (Mouse),204
RS6_MOUSE,P62754,RS6_MOUSE,reviewed,40S ribosomal protein S6 (Phosphoprotein NP33),Rps6,Mus musculus (Mouse),249
RS7_MOUSE,P62082,RS7_MOUSE,reviewed,40S ribosomal protein S7,Rps7,Mus musculus (Mouse),194
RS8_MOUSE,P62242,RS8_MOUSE,reviewed,40S ribosomal protein S8,Rps8,Mus musculus (Mouse),208
RS9_MOUSE,Q6ZWN5,RS9_MOUSE,reviewed,40S ribosomal protein S9,Rps9,Mus musculus (Mouse),194
RSMB_MOUSE,P27048,RSMB_MOUSE,reviewed,Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (snRPB) (Sm protein B) (Sm-B) (SmB),Snrpb,Mus musculus (Mouse),231
RSSA_MOUSE,P14206,RSSA_MOUSE,reviewed,40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37 kDa oncofetal antigen) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (OFA/iLRP),Rpsa Lamr1 P40-8,Mus musculus (Mouse),295
RSU1_MOUSE,Q01730,RSU1_MOUSE,reviewed,Ras suppressor protein 1 (RSP-1) (Rsu-1),Rsu1 Rsp1,Mus musculus (Mouse),277
RT02_MOUSE,Q924T2,RT02_MOUSE,reviewed,"28S ribosomal protein S2, mitochondrial (MRP-S2) (S2mt)",Mrps2,Mus musculus (Mouse),291
RT05_MOUSE,Q99N87,RT05_MOUSE,reviewed,"28S ribosomal protein S5, mitochondrial (MRP-S5) (S5mt)",Mrps5,Mus musculus (Mouse),432
RT09_MOUSE,Q9D7N3,RT09_MOUSE,reviewed,"28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)",Mrps9,Mus musculus (Mouse),390
RT10_MOUSE,Q80ZK0,RT10_MOUSE,reviewed,"28S ribosomal protein S10, mitochondrial (MRP-S10) (S10mt)",Mrps10,Mus musculus (Mouse),160
RT11_MOUSE,Q9DCA2,RT11_MOUSE,reviewed,"28S ribosomal protein S11, mitochondrial (MRP-S11) (S11mt)",Mrps11,Mus musculus (Mouse),191
RT14_MOUSE,Q9CR88,RT14_MOUSE,reviewed,"28S ribosomal protein S14, mitochondrial (MRP-S14) (S14mt)",Mrps14,Mus musculus (Mouse),128
RT15_MOUSE,Q9DC71,RT15_MOUSE,reviewed,"28S ribosomal protein S15, mitochondrial (MRP-S15) (S15mt)",Mrps15 Rpms15,Mus musculus (Mouse),258
RT18B_MOUSE,Q99N84,RT18B_MOUSE,reviewed,"28S ribosomal protein S18b, mitochondrial (MRP-S18-b) (Mrps18-b) (S18mt-b) (28S ribosomal protein S18-2, mitochondrial) (MRP-S18-2)",Mrps18b,Mus musculus (Mouse),254
RT21_MOUSE,P58059,RT21_MOUSE,reviewed,"28S ribosomal protein S21, mitochondrial (MRP-S21) (S21mt)",Mrps21 Rpms21,Mus musculus (Mouse),87
RT22_MOUSE,Q9CXW2,RT22_MOUSE,reviewed,"28S ribosomal protein S22, mitochondrial (MRP-S22) (S22mt)",Mrps22 Rpms22,Mus musculus (Mouse),359
RT23_MOUSE,Q8VE22,RT23_MOUSE,reviewed,"28S ribosomal protein S23, mitochondrial (MRP-S23) (S23mt)",Mrps23,Mus musculus (Mouse),177
RT27_MOUSE,Q8BK72,RT27_MOUSE,reviewed,"28S ribosomal protein S27, mitochondrial (MRP-S27) (S27mt) (Mitochondrial ribosomal protein S27)",Mrps27,Mus musculus (Mouse),415
RT29_MOUSE,Q9ER88,RT29_MOUSE,reviewed,"28S ribosomal protein S29, mitochondrial (MRP-S29) (S29mt) (Death-associated protein 3) (DAP-3)",Dap3 Mrps29,Mus musculus (Mouse),391
RT30_MOUSE,Q9D0G0,RT30_MOUSE,reviewed,"28S ribosomal protein S30, mitochondrial (MRP-S30) (S30mt)",Mrps30,Mus musculus (Mouse),442
RT31_MOUSE,Q61733,RT31_MOUSE,reviewed,"28S ribosomal protein S31, mitochondrial (MRP-S31) (S31mt) (Imogen 38)",Mrps31 Imogn38,Mus musculus (Mouse),384
RT34_MOUSE,Q9JIK9,RT34_MOUSE,reviewed,"28S ribosomal protein S34, mitochondrial (MRP-S34) (S34mt) (T-complex expressed gene 2 protein)",Mrps34 Tce2,Mus musculus (Mouse),218
RT35_MOUSE,Q8BJZ4,RT35_MOUSE,reviewed,"28S ribosomal protein S35, mitochondrial (MRP-S35) (S35mt)",Mrps35,Mus musculus (Mouse),320
RT36_MOUSE,Q9CQX8,KGD4_MOUSE,reviewed,Alpha-ketoglutarate dehydrogenase component 4,Mrps36 Kgd4,Mus musculus (Mouse),102
RT4I1_MOUSE,Q924D0,RT4I1_MOUSE,reviewed,"Reticulon-4-interacting protein 1, mitochondrial (NOGO-interacting mitochondrial protein)",Rtn4ip1 Nimp,Mus musculus (Mouse),396
RTCA_MOUSE,Q9D7H3,RTCA_MOUSE,reviewed,RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1),RtcA Rpc1 Rtcd1,Mus musculus (Mouse),366
RTCB_MOUSE,Q99LF4,RTCB_MOUSE,reviewed,RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase) (Focal adhesion-associated protein) (FAAP),Rtcb D10Wsu52e,Mus musculus (Mouse),505
RTN4_MOUSE,Q99P72,RTN4_MOUSE,reviewed,Reticulon-4 (Neurite outgrowth inhibitor) (Nogo protein),Rtn4 Kiaa0886 Nogo,Mus musculus (Mouse),1162
RTRAF_MOUSE,Q9CQE8,RTRAF_MOUSE,reviewed,"RNA transcription, translation and transport factor protein",RTRAF,Mus musculus (Mouse),244
RU1C_MOUSE,Q62241,RU1C_MOUSE,reviewed,U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C),Snrpc Snrp1c,Mus musculus (Mouse),159
RU2A_MOUSE,P57784,RU2A_MOUSE,reviewed,U2 small nuclear ribonucleoprotein A' (U2 snRNP A'),Snrpa1,Mus musculus (Mouse),255
RUSF1_MOUSE,Q91W34,RUSF1_MOUSE,reviewed,RUS family member 1,Rusf1,Mus musculus (Mouse),466
RUVB1_MOUSE,P60122,RUVB1_MOUSE,reviewed,RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (DNA helicase p50) (Pontin 52) (TIP49a),Ruvbl1 Tip49 Tip49a,Mus musculus (Mouse),456
RUVB2_MOUSE,Q9WTM5,RUVB2_MOUSE,reviewed,RuvB-like 2 (EC 3.6.4.12) (p47 protein),Ruvbl2,Mus musculus (Mouse),463
RUXE_MOUSE,P62305,RUXE_MOUSE,reviewed,Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E) (SmE),Snrpe,Mus musculus (Mouse),92
RUXF_MOUSE,P62307,RUXF_MOUSE,reviewed,Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF),Snrpf,Mus musculus (Mouse),86
RUXG_MOUSE,P62309,RUXG_MOUSE,reviewed,Small nuclear ribonucleoprotein G (snRNP-G) (Sm protein G) (Sm-G) (SmG),Snrpg,Mus musculus (Mouse),76
S10A9_MOUSE,P31725,S10A9_MOUSE,reviewed,Protein S100-A9 (Calgranulin-B) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9),S100a9 Cagb Mrp14,Mus musculus (Mouse),113
S10AD_MOUSE,P97352,S10AD_MOUSE,reviewed,Protein S100-A13 (S100 calcium-binding protein A13),S100a13,Mus musculus (Mouse),98
S14L2_MOUSE,Q99J08,S14L2_MOUSE,reviewed,SEC14-like protein 2 (Alpha-tocopherol-associated protein) (TAP),Sec14l2,Mus musculus (Mouse),403
S14L4_MOUSE,Q8R0F9,S14L4_MOUSE,reviewed,SEC14-like protein 4,Sec14l4,Mus musculus (Mouse),403
S22AI_MOUSE,Q78KK3,S22AI_MOUSE,reviewed,Solute carrier family 22 member 18 (Imprinted multi-membrane-spanning polyspecific transporter-related protein 1) (Multi-membrane-spanning polyspecific transporter) (Organic cation transporter-like protein 2) (ORCTL-2),Slc22a18 Impt1 Itm Orctl2 Tssc5,Mus musculus (Mouse),406
