yourlist:M20220311F248CABF64506F29A91F8037F07B67D145D581K,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q9R0P6,Q9R0P6,SC11A_MOUSE,reviewed,Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18) (Sid 2895),Sec11a Sec11l1 Sid2895 Spc18,Mus musculus (Mouse),179
E9QAT4,E9QAT4,SC16A_MOUSE,reviewed,Protein transport protein Sec16A (SEC16 homolog A) (p250),Sec16a Kiaa0310 Sec16,Mus musculus (Mouse),2357
O08547,O08547,SC22B_MOUSE,reviewed,Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b),Sec22b Sec22l1,Mus musculus (Mouse),215
Q01405,Q01405,SC23A_MOUSE,reviewed,Protein transport protein Sec23A (SEC23-related protein A),Sec23a Sec23 Sec23r,Mus musculus (Mouse),765
Q9D662,Q9D662,SC23B_MOUSE,reviewed,Protein transport protein Sec23B (SEC23-related protein B),Sec23b,Mus musculus (Mouse),767
Q3U2P1,Q3U2P1,SC24A_MOUSE,reviewed,Protein transport protein Sec24A (SEC24-related protein A),Sec24a,Mus musculus (Mouse),1090
Q3UPL0,Q3UPL0,SC31A_MOUSE,reviewed,Protein transport protein Sec31A (SEC31-like protein 1) (SEC31-related protein A),Sec31a Sec31l1,Mus musculus (Mouse),1230
O35609,O35609,SCAM3_MOUSE,reviewed,Secretory carrier-associated membrane protein 3 (Secretory carrier membrane protein 3),Scamp3,Mus musculus (Mouse),349
Q8BRF7,Q8BRF7,SCFD1_MOUSE,reviewed,Sec1 family domain-containing protein 1 (Syntaxin-binding protein 1-like 2),Scfd1 Stxbp1l2,Mus musculus (Mouse),639
Q9JLI6,Q9JLI6,SCLY_MOUSE,reviewed,Selenocysteine lyase (mSCL) (EC 4.4.1.16),Scly Scl,Mus musculus (Mouse),432
P32020,P32020,SCP2_MOUSE,reviewed,Sterol carrier protein 2 (SCP-2) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Non-specific lipid-transfer protein) (NSL-TP) (Propanoyl-CoA C-acyltransferase) (EC 2.3.1.176) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (EC 2.3.1.16) (SCP-chi) (Sterol carrier protein X) (SCP-X) (Straight-chain acyl-CoA oxidase) (SCPX),Scp2 Scp-2,Mus musculus (Mouse),547
O35114,O35114,SCRB2_MOUSE,reviewed,Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2),Scarb2,Mus musculus (Mouse),478
Q8VCA8,Q8VCA8,SCRN2_MOUSE,reviewed,Secernin-2,Scrn2,Mus musculus (Mouse),425
Q3TMH2,Q3TMH2,SCRN3_MOUSE,reviewed,Secernin-3,Scrn3,Mus musculus (Mouse),418
Q9ESP1,Q9ESP1,SDF2L_MOUSE,reviewed,Stromal cell-derived factor 2-like protein 1 (SDF2-like protein 1),Sdf2l1,Mus musculus (Mouse),221
Q8K2B3,Q8K2B3,SDHA_MOUSE,reviewed,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)",Sdha,Mus musculus (Mouse),664
Q9CQA3,Q9CQA3,SDHB_MOUSE,reviewed,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)",Sdhb,Mus musculus (Mouse),282
Q8VBT2,Q8VBT2,SDHL_MOUSE,reviewed,L-serine dehydratase/L-threonine deaminase (SDH) (EC 4.3.1.17) (L-serine deaminase) (L-threonine dehydratase) (TDH) (EC 4.3.1.19),Sds,Mus musculus (Mouse),327
Q8R238,Q8R238,SDSL_MOUSE,reviewed,Serine dehydratase-like (EC 4.3.1.17) (L-serine deaminase) (L-serine dehydratase/L-threonine deaminase) (L-threonine dehydratase) (TDH) (EC 4.3.1.19) (SDH),Sdsl Sds,Mus musculus (Mouse),329
Q9Z2G6,Q9Z2G6,SE1L1_MOUSE,reviewed,Protein sel-1 homolog 1 (Suppressor of lin-12-like protein 1) (Sel-1L),Sel1l Sel1h,Mus musculus (Mouse),790
Q9D1M0,Q9D1M0,SEC13_MOUSE,reviewed,Protein SEC13 homolog (GATOR complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein),Sec13 Sec13l1,Mus musculus (Mouse),322
Q8VHE0,Q8VHE0,SEC63_MOUSE,reviewed,Translocation protein SEC63 homolog,Sec63 Sec63l,Mus musculus (Mouse),760
Q9JHW4,Q9JHW4,SELB_MOUSE,reviewed,"Selenocysteine-specific elongation factor (Elongation factor sec) (Eukaryotic elongation factor, selenocysteine-tRNA-specific) (mSelB)",Eefsec Selb,Mus musculus (Mouse),583
Q8C650,Q8C650,SEP10_MOUSE,reviewed,Septin-10,Septin10 Sept10,Mus musculus (Mouse),452
P42208,P42208,SEPT2_MOUSE,reviewed,Septin-2 (Neural precursor cell expressed developmentally down-regulated protein 5) (NEDD-5),Septin2 Nedd5 Sept2,Mus musculus (Mouse),361
O55131,O55131,SEPT7_MOUSE,reviewed,Septin-7 (CDC10 protein homolog),Septin7 Cdc10 Sept7,Mus musculus (Mouse),436
Q80UG5,Q80UG5,SEPT9_MOUSE,reviewed,Septin-9 (SL3-3 integration site 1 protein),Septin9 Kiaa0991 Sept9 Sint1,Mus musculus (Mouse),583
P19324,P19324,SERPH_MOUSE,reviewed,Serpin H1 (47 kDa heat shock protein) (Collagen-binding protein) (Colligin) (Serine protease inhibitor J6),Serpinh1 Cbp1 Hsp47,Mus musculus (Mouse),417
Q9EQU5,Q9EQU5,SET_MOUSE,reviewed,Protein SET (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),Set,Mus musculus (Mouse),289
Q9D554,Q9D554,SF3A3_MOUSE,reviewed,Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61),Sf3a3 Sap61,Mus musculus (Mouse),501
Q99NB9,Q99NB9,SF3B1_MOUSE,reviewed,Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155),Sf3b1 Sap155,Mus musculus (Mouse),1304
Q921M3,Q921M3,SF3B3_MOUSE,reviewed,Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (Spliceosome-associated protein 130) (SAP 130),Sf3b3 Kiaa0017,Mus musculus (Mouse),1217
Q8VIJ6,Q8VIJ6,SFPQ_MOUSE,reviewed,"Splicing factor, proline- and glutamine-rich (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)",Sfpq Psf,Mus musculus (Mouse),699
Q99JR1,Q99JR1,SFXN1_MOUSE,reviewed,Sideroflexin-1,Sfxn1,Mus musculus (Mouse),322
Q925N2,Q925N2,SFXN2_MOUSE,reviewed,Sideroflexin-2,Sfxn2,Mus musculus (Mouse),322
Q8R0X7,Q8R0X7,SGPL1_MOUSE,reviewed,Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (mSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase),Sgpl1 Spl,Mus musculus (Mouse),568
Q9JJU8,Q9JJU8,SH3L1_MOUSE,reviewed,SH3 domain-binding glutamic acid-rich-like protein,Sh3bgrl,Mus musculus (Mouse),114
Q9D5J6,Q9D5J6,SHPK_MOUSE,reviewed,Sedoheptulokinase (SHK) (EC 2.7.1.14) (Carbohydrate kinase-like protein),Shpk Carkl,Mus musculus (Mouse),476
P70665,P70665,SIAE_MOUSE,reviewed,Sialate O-acetylesterase (EC 3.1.1.53) (Sialic acid-specific 9-O-acetylesterase) (Yolk sac protein 2) [Cleaved into: Sialate O-acetylesterase small subunit; Sialate O-acetylesterase large subunit],Siae Ysg2,Mus musculus (Mouse),541
Q99J77,Q99J77,SIAS_MOUSE,reviewed,Sialic acid synthase (N-acetylneuraminate-9-phosphate synthase) (EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase),Nans Sas,Mus musculus (Mouse),359
Q8K2C6,Q8K2C6,SIR5_MOUSE,reviewed,"NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)",Sirt5 Sir2l5,Mus musculus (Mouse),310
Q9D8T7,Q9D8T7,SLIRP_MOUSE,reviewed,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",Slirp,Mus musculus (Mouse),112
P62315,P62315,SMD1_MOUSE,reviewed,Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1),Snrpd1,Mus musculus (Mouse),119
P62320,P62320,SMD3_MOUSE,reviewed,Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3),Snrpd3,Mus musculus (Mouse),126
Q9DB05,Q9DB05,SNAA_MOUSE,reviewed,Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha),Napa Snapa,Mus musculus (Mouse),295
Q9CWZ7,Q9CWZ7,SNAG_MOUSE,reviewed,Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein gamma),Napg Snapg,Mus musculus (Mouse),312
Q78PY7,Q78PY7,SND1_MOUSE,reviewed,Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (p100 co-activator),Snd1,Mus musculus (Mouse),910
Q62189,Q62189,SNRPA_MOUSE,reviewed,U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A),Snrpa Rnu1a-1,Mus musculus (Mouse),287
Q99L88,Q99L88,SNTB1_MOUSE,reviewed,Beta-1-syntrophin (59 kDa dystrophin-associated protein A1 basic component 1) (DAPA1B) (Syntrophin-2),Sntb1 Snt2b1,Mus musculus (Mouse),537
Q9WV80,Q9WV80,SNX1_MOUSE,reviewed,Sorting nexin-1,Snx1,Mus musculus (Mouse),522
Q9CWK8,Q9CWK8,SNX2_MOUSE,reviewed,Sorting nexin-2,Snx2,Mus musculus (Mouse),519
O70492,O70492,SNX3_MOUSE,reviewed,Sorting nexin-3 (SDP3 protein),Snx3,Mus musculus (Mouse),162
Q9D8U8,Q9D8U8,SNX5_MOUSE,reviewed,Sorting nexin-5,Snx5,Mus musculus (Mouse),404
Q91VH2,Q91VH2,SNX9_MOUSE,reviewed,Sorting nexin-9,Snx9,Mus musculus (Mouse),595
Q9QXZ6,Q9QXZ6,SO1A1_MOUSE,reviewed,Solute carrier organic anion transporter family member 1A1 (Sodium-independent organic anion-transporting polypeptide 1) (OATP-1) (Solute carrier family 21 member 1),Slco1a1 Oatp1a1 Slc21a1,Mus musculus (Mouse),670
Q9JJL3,Q9JJL3,SO1B2_MOUSE,reviewed,Solute carrier organic anion transporter family member 1B2 (Liver-specific organic anion transporter 1) (LST-1) (SLC21A6) (Solute carrier family 21 member 10),Slco1b2 Oatp1b2 Slc21a10,Mus musculus (Mouse),689
O88908,O88908,SOAT2_MOUSE,reviewed,Sterol O-acyltransferase 2 (EC 2.3.1.26) (Acyl-coenzyme A:cholesterol acyltransferase 2) (ACAT-2) (Cholesterol acyltransferase 2),Soat2 Acact-2 Acat2,Mus musculus (Mouse),525
P08228,P08228,SODC_MOUSE,reviewed,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),Sod1,Mus musculus (Mouse),154
P09671,P09671,SODM_MOUSE,reviewed,"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)",Sod2 Sod-2,Mus musculus (Mouse),222
Q6P069,Q6P069,SORCN_MOUSE,reviewed,Sorcin,Sri,Mus musculus (Mouse),198
Q9D826,Q9D826,SOX_MOUSE,reviewed,Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase),Pipox Pso,Mus musculus (Mouse),390
P07759,P07759,SPA3K_MOUSE,reviewed,Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2),Serpina3k Mcm2 Spi2,Mus musculus (Mouse),418
Q60854,Q60854,SPB6_MOUSE,reviewed,Serpin B6 (Placental thrombin inhibitor) (Proteinase inhibitor 6) (PI-6),Serpinb6 Serpinb6a Spi3,Mus musculus (Mouse),378
Q6P6M7,Q6P6M7,SPCS_MOUSE,reviewed,O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS) (UGA suppressor tRNA-associated protein),Sepsecs D5Ertd135e,Mus musculus (Mouse),504
A2AS89,A2AS89,SPEB_MOUSE,reviewed,"Agmatinase, mitochondrial (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)",Agmat,Mus musculus (Mouse),358
Q64674,Q64674,SPEE_MOUSE,reviewed,Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase),Srm,Mus musculus (Mouse),302
Q64105,Q64105,SPRE_MOUSE,reviewed,Sepiapterin reductase (SPR) (EC 1.1.1.153),Spr,Mus musculus (Mouse),261
Q8BH69,Q8BH69,SPS1_MOUSE,reviewed,"Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)",Sephs1 Sps1,Mus musculus (Mouse),392
P97364,P97364,SPS2_MOUSE,reviewed,"Selenide, water dikinase 2 (EC 2.7.9.3) (Selenium donor protein 2) (Selenophosphate synthase 2)",Sephs2 Sps2,Mus musculus (Mouse),452
P15508,P15508,SPTB1_MOUSE,reviewed,"Spectrin beta chain, erythrocytic (Beta-I spectrin)",Sptb Spnb-1 Spnb1 Sptb1,Mus musculus (Mouse),2128
Q62261,Q62261,SPTB2_MOUSE,reviewed,"Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Embryonic liver fodrin) (Fodrin beta chain)",Sptbn1 Elf Spnb-2 Spnb2 Sptb2,Mus musculus (Mouse),2363
P16546,P16546,SPTN1_MOUSE,reviewed,"Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain)",Sptan1 Spna2 Spta2,Mus musculus (Mouse),2472
O35423,O35423,SPYA_MOUSE,reviewed,"Serine--pyruvate aminotransferase, mitochondrial (SPT) (EC 2.6.1.51) (Alanine--glyoxylate aminotransferase) (AGT) (EC 2.6.1.44)",Agxt Agxt1,Mus musculus (Mouse),414
Q9R112,Q9R112,SQOR_MOUSE,reviewed,"Sulfide:quinone oxidoreductase, mitochondrial (SQOR) (EC 1.8.5.8) (Sulfide quinone oxidoreductase)",Sqor Sqrdl,Mus musculus (Mouse),450
Q62417,Q62417,SRBS1_MOUSE,reviewed,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),Sorbs1 Kiaa1296 Sh3d5,Mus musculus (Mouse),1290
Q60598,Q60598,SRC8_MOUSE,reviewed,Src substrate cortactin,Cttn Ems1,Mus musculus (Mouse),546
P14576,P14576,SRP54_MOUSE,reviewed,Signal recognition particle 54 kDa protein (SRP54) (EC 3.6.5.-),Srp54,Mus musculus (Mouse),504
Q8BMA6,Q8BMA6,SRP68_MOUSE,reviewed,Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein),Srp68,Mus musculus (Mouse),625
Q9DBG7,Q9DBG7,SRPRA_MOUSE,reviewed,Signal recognition particle receptor subunit alpha (SR-alpha) (Docking protein alpha) (DP-alpha),Srpra Srpr,Mus musculus (Mouse),636
P47758,P47758,SRPRB_MOUSE,reviewed,Signal recognition particle receptor subunit beta (SR-beta),Srprb,Mus musculus (Mouse),269
Q9QZX7,Q9QZX7,SRR_MOUSE,reviewed,Serine racemase (EC 5.1.1.18) (D-serine ammonia-lyase) (D-serine dehydratase) (EC 4.3.1.18) (L-serine ammonia-lyase) (L-serine dehydratase) (EC 4.3.1.17),Srr,Mus musculus (Mouse),339
Q6PDM2,Q6PDM2,SRSF1_MOUSE,reviewed,"Serine/arginine-rich splicing factor 1 (ASF/SF2) (Pre-mRNA-splicing factor SRp30a) (Splicing factor, arginine/serine-rich 1)",Srsf1 Sfrs1,Mus musculus (Mouse),248
Q62093,Q62093,SRSF2_MOUSE,reviewed,"Serine/arginine-rich splicing factor 2 (Protein PR264) (Putative myelin regulatory factor 1) (MRF-1) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)",Srsf2 Pr264 Sfrs10 Sfrs2,Mus musculus (Mouse),221
Q8BL97,Q8BL97,SRSF7_MOUSE,reviewed,"Serine/arginine-rich splicing factor 7 (Splicing factor, arginine/serine-rich 7)",Srsf7 Sfrs7,Mus musculus (Mouse),267
Q9CYR0,Q9CYR0,SSBP_MOUSE,reviewed,"Single-stranded DNA-binding protein, mitochondrial (Mt-SSB) (MtSSB)",Ssbp1,Mus musculus (Mouse),152
Q8BWF0,Q8BWF0,SSDH_MOUSE,reviewed,"Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)",Aldh5a1,Mus musculus (Mouse),523
Q62186,Q62186,SSRD_MOUSE,reviewed,Translocon-associated protein subunit delta (TRAP-delta) (Signal sequence receptor subunit delta) (SSR-delta),Ssr4,Mus musculus (Mouse),172
P52840,P52840,ST1A1_MOUSE,reviewed,Sulfotransferase 1A1 (ST1A1) (EC 2.8.2.1) (Aryl sulfotransferase) (Phenol sulfotransferase) (Phenol/aryl sulfotransferase) (mSTp1) (ST1A4) (Sulfokinase),Sult1a1 St1a1 Stp Stp1,Mus musculus (Mouse),291
Q9QWG7,Q9QWG7,ST1B1_MOUSE,reviewed,Sulfotransferase 1B1 (ST1B1) (EC 2.8.2.1) (DOPA/tyrosine sulfotransferase) (Sulfotransferase family cytosolic 1B member 1),Sult1b1,Mus musculus (Mouse),299
Q3UZZ6,Q3UZZ6,ST1D1_MOUSE,reviewed,Sulfotransferase 1 family member D1 (ST1D1) (EC 2.8.2.-) (Amine N-sulfotransferase) (SULT-N) (Dopamine sulfotransferase Sult1d1) (Tyrosine-ester sulfotransferase),Sult1d1 St1d1,Mus musculus (Mouse),295
Q9JMD3,Q9JMD3,STA10_MOUSE,reviewed,START domain-containing protein 10 (StARD10) (PCTP-like protein) (PCTP-L) (Serologically defined colon cancer antigen 28 homolog) (StAR-related lipid transfer protein 10),Stard10 Pctpl Sdccag28 Sdccagg28,Mus musculus (Mouse),291
P42225,P42225,STAT1_MOUSE,reviewed,Signal transducer and activator of transcription 1,Stat1,Mus musculus (Mouse),749
P42227,P42227,STAT3_MOUSE,reviewed,Signal transducer and activator of transcription 3 (Acute-phase response factor),Stat3 Aprf,Mus musculus (Mouse),770
Q8C7E7,Q8C7E7,STBD1_MOUSE,reviewed,Starch-binding domain-containing protein 1 (Genethonin-1) (Glycophagy cargo receptor stbd1),Stbd1 D5Ertd593e,Mus musculus (Mouse),338
Q923B6,Q923B6,STEA4_MOUSE,reviewed,Metalloreductase STEAP4 (EC 1.16.1.9) (Dudulin-4) (Six-transmembrane epithelial antigen of prostate 4) (Tumor necrosis factor-alpha-induced adipose-related protein),Steap4 Tiarp,Mus musculus (Mouse),470
P70302,P70302,STIM1_MOUSE,reviewed,Stromal interaction molecule 1,Stim1 Sim,Mus musculus (Mouse),685
Q60864,Q60864,STIP1_MOUSE,reviewed,Stress-induced-phosphoprotein 1 (STI1) (mSTI1) (Hsc70/Hsp90-organizing protein) (Hop),Stip1,Mus musculus (Mouse),543
Q99JB2,Q99JB2,STML2_MOUSE,reviewed,"Stomatin-like protein 2, mitochondrial (SLP-2) (mslp2)",Stoml2 Slp2,Mus musculus (Mouse),353
Q9Z1Z2,Q9Z1Z2,STRAP_MOUSE,reviewed,Serine-threonine kinase receptor-associated protein (UNR-interacting protein),Strap Unrip,Mus musculus (Mouse),350
P50427,P50427,STS_MOUSE,reviewed,Steryl-sulfatase (EC 3.1.6.2) (Arylsulfatase C) (ASC) (Steroid sulfatase) (Steryl-sulfate sulfohydrolase),Sts,Mus musculus (Mouse),624
P46978,P46978,STT3A_MOUSE,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1),Stt3a Itm1,Mus musculus (Mouse),705
Q3TDQ1,Q3TDQ1,STT3B_MOUSE,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (B6dom1 antigen) (Source of immunodominant MHC-associated peptides),Stt3b Simp,Mus musculus (Mouse),823
Q9ER00,Q9ER00,STX12_MOUSE,reviewed,Syntaxin-12,Stx12,Mus musculus (Mouse),274
Q60770,Q60770,STXB3_MOUSE,reviewed,Syntaxin-binding protein 3 (MUNC-18-3) (Mammalian homolog of Unc-18c) (Munc-18c) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C),Stxbp3 Stxbp3a Unc18c,Mus musculus (Mouse),592
Q9WUM5,Q9WUM5,SUCA_MOUSE,reviewed,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)",Suclg1,Mus musculus (Mouse),346
Q9Z2I9,Q9Z2I9,SUCB1_MOUSE,reviewed,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)",Sucla2,Mus musculus (Mouse),463
Q9Z2I8,Q9Z2I8,SUCB2_MOUSE,reviewed,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)",Suclg2,Mus musculus (Mouse),433
Q7TNE1,Q7TNE1,SUCHY_MOUSE,reviewed,Succinate--hydroxymethylglutarate CoA-transferase (EC 2.8.3.13) (SuccinylCoA:glutarate-CoA transferase),Sugct,Mus musculus (Mouse),436
Q8R086,Q8R086,SUOX_MOUSE,reviewed,"Sulfite oxidase, mitochondrial (EC 1.8.3.1)",Suox,Mus musculus (Mouse),546
Q64310,Q64310,SURF4_MOUSE,reviewed,Surfeit locus protein 4,Surf4 Surf-4,Mus musculus (Mouse),269
Q8BGQ7,Q8BGQ7,SYAC_MOUSE,reviewed,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Protein sticky) (Sti)",Aars1 Aars,Mus musculus (Mouse),968
Q9ER72,Q9ER72,SYCC_MOUSE,reviewed,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",Cars1 Cars,Mus musculus (Mouse),831
Q922B2,Q922B2,SYDC_MOUSE,reviewed,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",Dars1 Dars,Mus musculus (Mouse),501
Q8CGC7,Q8CGC7,SYEP_MOUSE,reviewed,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],Eprs1 Eprs Qprs,Mus musculus (Mouse),1512
Q8C0C7,Q8C0C7,SYFA_MOUSE,reviewed,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),Farsa Farsla,Mus musculus (Mouse),508
Q9WUA2,Q9WUA2,SYFB_MOUSE,reviewed,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),Farsb Farsl Farslb Frsb,Mus musculus (Mouse),589
Q8BU30,Q8BU30,SYIC_MOUSE,reviewed,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)",Iars1 Iars,Mus musculus (Mouse),1262
Q8BIJ6,Q8BIJ6,SYIM_MOUSE,reviewed,"Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)",Iars2,Mus musculus (Mouse),1012
Q9D6K5,Q9D6K5,SYJ2B_MOUSE,reviewed,Synaptojanin-2-binding protein (Activin receptor-interacting protein 2) (Activin receptor-interacting protein 4) (Mitochondrial outer membrane protein 25),Synj2bp Arip2 Omp25,Mus musculus (Mouse),145
Q99MN1,Q99MN1,SYK_MOUSE,reviewed,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),Kars1 Kars,Mus musculus (Mouse),595
Q8BMJ2,Q8BMJ2,SYLC_MOUSE,reviewed,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)",Lars1 Lars,Mus musculus (Mouse),1178
Q68FL6,Q68FL6,SYMC_MOUSE,reviewed,"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)",Mars1 Mars,Mus musculus (Mouse),902
Q8BP47,Q8BP47,SYNC_MOUSE,reviewed,"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS) (Asparaginyl-tRNA synthetase 1)",NARS1 Nars,Mus musculus (Mouse),559
Q8BML9,Q8BML9,SYQ_MOUSE,reviewed,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),Qars1 Qars,Mus musculus (Mouse),775
Q9D0I9,Q9D0I9,SYRC_MOUSE,reviewed,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",Rars1 Rars,Mus musculus (Mouse),660
P26638,P26638,SYSC_MOUSE,reviewed,"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",Sars1 Sars Sers,Mus musculus (Mouse),512
Q9JJL8,Q9JJL8,SYSM_MOUSE,reviewed,"Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",Sars2 Sarsm,Mus musculus (Mouse),518
Q9D0R2,Q9D0R2,SYTC_MOUSE,reviewed,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",Tars1 Tars,Mus musculus (Mouse),722
