,,,,,,,,,,,,E(t)=1-exp(-k0(t-t0)),,,,,
Q9DCU9,4,2,0,0.00864315,0.0168166,0.122294,0.347553,0.647412,0.943286,0.979098,0.992776,0.730433,0.14219,0.99695,,HOGA1_MOUSE,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial (EC 4.1.3.16) (Dihydrodipicolinate synthase-like) (DHDPS-like protein) (Probable 2-keto-4-hydroxyglutarate aldolase) (Probable KHG-aldolase)"
Q9DCV4,7,1,0,0,0.0562519,0.161403,0.304076,0.668616,0.880594,0.98937,1,0.593669,0.13453,0.997593,,RMD1_MOUSE,Regulator of microtubule dynamics protein 1 (RMD-1) (mRMD-1) (Microtubule-associated protein) (Protein FAM82B)
Q9DCW4,13,3,0,0,0.06414,0.146566,0.627177,0.942783,0.996157,0.99441,1,0.673711,0.260949,0.990631,,ETFB_MOUSE,Electron transfer flavoprotein subunit beta (Beta-ETF)
Q9DCX2,13,3,0,0,0.0301245,0.133497,0.297928,0.724469,0.928603,0.988156,1,0.755508,0.148571,0.994747,,ATP5H_MOUSE,"ATP synthase subunit d, mitochondrial (ATPase subunit d) (ATP synthase peripheral stalk subunit d)"
Q9DCX8,1,1,0,0,0,0.378985,0.679556,1,0.903345,1,1,0.35718,0.284845,0.986051,,IYD1_MOUSE,Iodotyrosine deiodinase 1 (IYD-1) (EC 1.21.1.1) (Iodotyrosine dehalogenase 1)
Q9DCY0,17,9,0,0.00979783,0.121999,0.351513,0.664628,0.861473,0.992205,0.949369,0.986855,0.416122,0.280387,0.998784,,KEG1_MOUSE,Glycine N-acyltransferase-like protein Keg1 (EC 2.3.1.13) (Acyl-CoA:glycine N-acyltransferase protein Keg1) (Kidney-expressed gene 1 protein)
Q9DCZ4,5,3,0,0,0.03402,0.062476,0.335297,0.664717,0.924749,0.98139,0.976437,0.817932,0.14039,0.995002,,MIC26_MOUSE,MICOS complex subunit Mic26 (Apolipoprotein O) (MICOS complex subunit Mic23) (Protein FAM121B)
Q9DD20,8,8,0,0.0117971,0.247693,0.566721,0.831662,0.962252,0.984254,0.998139,0.997952,0.370243,0.491545,0.999785,,MET7B_MOUSE,Thiol S-methyltransferase METTL7B (Methyltransferase-like protein 7B) (EC 2.1.1.9)
Q9EP75,4,1,0,0,0.829315,1,0.864039,1,1,1,0.983991,0.380046,2.86396,0.997177,,CP4FE_MOUSE,Leukotriene-B4 omega-hydroxylase 3 (EC 1.14.14.94) (Cyp4f-14) (Cytochrome P450 4F14) (Cytochrome P450-LTB-omega) (Leukotriene-B4 20-monooxygenase 3)
Q9EPL8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,IPO7_MOUSE,Importin-7 (Imp7) (Ran-binding protein 7) (RanBP7)
Q9EPQ7,3,2,0,0.0485002,0.636742,0.954266,0.97573,0.992067,1,0.992005,0.996143,0.350828,1.61069,0.999786,,STAR5_MOUSE,StAR-related lipid transfer protein 5 (START domain-containing protein 5) (StARD5)
Q9EPU0,2,1,0,0.694775,0.698058,0.89959,0.903793,1,1,1,1,-0.0241267,1.94976,0.990318,,RENT1_MOUSE,Regulator of nonsense transcripts 1 (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (mUpf1)
Q9EQ06,6,1,0,0,0.330198,0.693028,0.889195,0.903237,1,0.951279,1,0.151477,0.524002,0.993336,,DHB11_MOUSE,Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Dehydrogenase/reductase SDR family member 8)
Q9EQ20,29,22,0,0.00761549,0.0514583,0.166183,0.352359,0.72291,0.920149,0.969445,0.976789,0.588547,0.150846,0.997701,,MMSA_MOUSE,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18) (EC 1.2.1.27) (Aldehyde dehydrogenase family 6 member A1)"
Q9EQF5,14,11,0,0.0380613,0.093493,0.148274,0.530206,0.8865,0.950968,0.98338,0.974403,0.519271,0.212263,0.992683,,DPYS_MOUSE,Dihydropyrimidinase (DHP) (DHPase) (EC 3.5.2.2) (Dihydropyrimidine amidohydrolase) (Hydantoinase)
Q9EQH2,7,5,0,0,0.198424,0.501756,0.748317,0.95088,0.995655,0.979265,0.992583,0.389661,0.399949,0.999621,,ERAP1_MOUSE,Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (VEGF-induced aminopeptidase)
Q9EQH3,7,2,0,0.078198,0.811688,0.86235,0.889482,1,0.99364,1,0.997683,0.342608,2.31014,0.995952,,VPS35_MOUSE,Vacuolar protein sorting-associated protein 35 (Maternal-embryonic 3) (Vesicle protein sorting 35)
Q9EQK5,14,9,0,0,0.114843,0.386549,0.694754,0.904817,0.98392,0.983912,0.996883,0.464465,0.317145,0.999276,,MVP_MOUSE,Major vault protein (MVP)
Q9EQS3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,MYCBP_MOUSE,c-Myc-binding protein (Associate of Myc 1) (AMY-1)
Q9EQU5,4,1,0,0.0990581,0.278932,0.528079,0.769013,0.984618,1,0.958806,0.706633,0.0571524,0.376393,0.981469,,SET_MOUSE,Protein SET (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)
Q9ERK4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,XPO2_MOUSE,Exportin-2 (Exp2) (Chromosome segregation 1-like protein) (Importin-alpha re-exporter)
Q9ERS2,8,6,0,0,0,0.0619651,0.238432,0.640193,0.920204,0.985992,0.997006,0.984701,0.130765,0.991926,,NDUAD_MOUSE,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)
Q9ES97,2,2,0,0.198658,0.176346,0.527482,0.787724,1,0.956268,0.991994,1,0.0298302,0.364304,0.99453,,RTN3_MOUSE,Reticulon-3
Q9EST5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,AN32B_MOUSE,Acidic leucine-rich nuclear phosphoprotein 32 family member B (Proliferation-related acidic leucine-rich protein PAL31)
Q9ET01,50,37,0,0.00198461,0.0690999,0.216318,0.489744,0.777597,0.935631,0.98201,0.969148,0.514966,0.188322,0.999104,,PYGL_MOUSE,"Glycogen phosphorylase, liver form (EC 2.4.1.1)"
Q9JHI5,13,1,0,0,0,0,0.129632,0.320642,1,0.857714,1,1.02328,0.0912421,0.950683,,IVD_MOUSE,"Isovaleryl-CoA dehydrogenase, mitochondrial (IVD) (EC 1.3.8.4) (Butyryl-CoA dehydrogenase) (EC 1.3.8.1)"
Q9JHR7,7,7,0,0.0393944,0.145248,0.41965,0.85216,0.931532,0.98532,0.992932,0.987289,0.414886,0.398101,0.996131,,IDE_MOUSE,Insulin-degrading enzyme (EC 3.4.24.56) (Insulin protease) (Insulinase) (Insulysin)
Q9JHU4,7,2,0,0,0.624164,0.645404,0.945795,0.952826,0.998385,0.996104,0.994781,0.317925,0.923219,0.991206,,DYHC1_MOUSE,"Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)"
Q9JHW2,12,2,0,0,0,0,0,0.843409,0.958182,0.984784,1,1.29188,0.140322,0.939184,,NIT2_MOUSE,Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2)
Q9JIF7,20,15,0,0.030792,0.218967,0.468413,0.783878,0.957666,0.968721,0.984078,0.972648,0.332779,0.394697,0.999424,,COPB_MOUSE,Coatomer subunit beta (Beta-coat protein) (Beta-COP)
Q9JII6,19,16,0,0.0107964,0.0866702,0.192438,0.453439,0.804479,0.972155,0.980078,0.953865,0.518018,0.187608,0.99738,,AK1A1_MOUSE,Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.33) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20)
Q9JIK9,2,1,0,0.981866,0.717511,0.301631,0.738938,1,1,1,1,-2.38668,0.226178,0.891209,,RT34_MOUSE,"28S ribosomal protein S34, mitochondrial (MRP-S34) (S34mt) (T-complex expressed gene 2 protein)"
Q9JIL4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NHRF3_MOUSE,Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (CFTR-associated protein of 70 kDa) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3)
Q9JIZ0,6,3,0,0.0100369,0.0826283,0.212372,0.706353,0.930463,0.962217,0.997178,0.947258,0.579812,0.28716,0.992236,,CMLO1_MOUSE,Probable N-acetyltransferase CML1 (EC 2.3.1.-) (Camello-like protein 1)
Q9JJ28,1,1,0,0,0,0,0,0.332816,0.832653,1,1,1.23345,0.0851017,0.950395,,FLII_MOUSE,Protein flightless-1 homolog
Q9JJH1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,RNAS4_MOUSE,Ribonuclease 4 (RNase 4) (EC 3.1.27.-)
Q9JJI8,2,2,0,0,0,0.0477052,0.112794,0.860295,0.946083,1,1,1.104,0.15198,0.961449,,RL38_MOUSE,60S ribosomal protein L38
Q9JJL3,10,3,0,0.0772862,0.756673,0.890483,1,0.996643,0.960446,0.990486,0.973654,0.336721,1.97715,0.99872,,SO1B2_MOUSE,Solute carrier organic anion transporter family member 1B2 (Liver-specific organic anion transporter 1) (LST-1) (SLC21A6) (Solute carrier family 21 member 10)
Q9JJU8,3,2,0,0,0.084016,0.611306,0.669952,0.868648,0.974312,1,1,0.423167,0.371905,0.989212,,SH3L1_MOUSE,SH3 domain-binding glutamic acid-rich-like protein
Q9JJW0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,PXMP4_MOUSE,Peroxisomal membrane protein 4 (24 kDa peroxisomal intrinsic membrane protein)
Q9JK38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,GNA1_MOUSE,Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase) (Protein EMeg32)
Q9JKB1,3,1,0,0,0.569244,0.358999,0.67873,0.998124,1,1,1,-0.0314957,0.331356,0.974717,,UCHL3_MOUSE,Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3)
Q9JKR6,30,22,0,0.0279634,0.260517,0.42069,0.661506,0.932295,0.96238,0.987618,0.987317,0.197972,0.306459,0.998897,,HYOU1_MOUSE,Hypoxia up-regulated protein 1 (GRP-170) (140 kDa Ca(2+)-binding protein) (CBP-140)
Q9JLI6,1,1,0,0,0,0,0.805961,0.896181,0.939983,0.934713,1,0.524606,0.237369,0.954122,,SCLY_MOUSE,Selenocysteine lyase (mSCL) (EC 4.4.1.16)
Q9JLJ2,16,12,0,0.0179054,0.0850097,0.223986,0.488686,0.7861,0.984195,0.99725,0.997442,0.463105,0.193602,0.998932,,AL9A1_MOUSE,4-trimethylaminobutyraldehyde dehydrogenase (TMABA-DH) (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3)
Q9JLJ4,1,1,0,0,0,1,1,1,1,0.971054,1,0.241612,0.62101,0.94516,,ELOV2_MOUSE,Elongation of very long chain fatty acids protein 2 (EC 2.3.1.199) (3-keto acyl-CoA synthase Elovl2) (ELOVL fatty acid elongase 2) (ELOVL FA elongase 2) (Very long chain 3-ketoacyl-CoA synthase 2) (Very long chain 3-oxoacyl-CoA synthase 2)
Q9JLR9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,HIG1A_MOUSE,"HIG1 domain family member 1A, mitochondrial (Hypoxia-inducible gene 1 protein)"
Q9JM14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NT5C_MOUSE,"5'(3')-deoxyribonucleotidase, cytosolic type (EC 3.1.3.-) (Cytosolic 5',3'-pyrimidine nucleotidase) (Deoxy-5'-nucleotidase 1) (dNT-1)"
Q9JM62,5,3,0,0.00801153,0.203436,0.436353,0.789273,0.97146,0.999113,0.999224,0.993837,0.40053,0.396815,0.999419,,REEP6_MOUSE,Receptor expression-enhancing protein 6 (Polyposis locus protein 1-like 1) (TB2 protein-like 1)
Q9JM76,6,4,0,0,0.0194992,0.115443,0.374624,0.905387,0.974746,1,1,0.818217,0.196295,0.987099,,ARPC3_MOUSE,Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)
Q9JMD3,8,6,0,0.0240511,0.160965,0.219366,0.580099,0.857655,0.970561,0.989523,0.999712,0.366185,0.225108,0.997296,,STA10_MOUSE,START domain-containing protein 10 (StARD10) (PCTP-like protein) (PCTP-L) (Serologically defined colon cancer antigen 28 homolog) (StAR-related lipid transfer protein 10)
Q9JMH6,3,1,0,1,1,1,1,1,1,1,1,-94.0914,0.186042,1,,TRXR1_MOUSE,"Thioredoxin reductase 1, cytoplasmic (TR) (EC 1.8.1.9) (Peroxidase TXNRD1) (EC 1.11.1.2) (Thioredoxin reductase TR1)"
Q9JMH9,8,3,0,0,0,0.689222,0.887645,0.977631,1,0.998996,0.980136,0.551491,0.565126,0.984481,,MY18A_MOUSE,Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210)
Q9QUH0,5,1,0,0.174,0.177041,0.412436,0.767342,0.804587,0.924141,0.935278,0.859648,-0.152991,0.257874,0.987958,,GLRX1_MOUSE,Glutaredoxin-1 (Thioltransferase-1) (TTase-1)
Q9QUI0,7,4,0,0.0105687,0.229844,0.607084,0.880508,0.997147,0.994667,0.99809,0.991126,0.406858,0.55541,0.999192,,RHOA_MOUSE,Transforming protein RhoA (EC 3.6.5.2)
Q9QUM9,7,1,0,0,0,0,0,0.306976,0.594578,0.660324,0.936381,1.24902,0.0554257,0.970455,,PSA6_MOUSE,Proteasome subunit alpha type-6 (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)
Q9QWR8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NAGAB_MOUSE,Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B)
Q9QX60,2,1,0,0.00574672,0.152912,0.318987,0.634012,0.871144,1,1,1,0.217933,0.245531,0.998214,,DGUOK_MOUSE,"Deoxyguanosine kinase, mitochondrial (EC 2.7.1.113) (Deoxyadenosine kinase, mitochondrial) (EC 2.7.1.76)"
Q9QXD1,16,12,0,0.0167872,0.135363,0.341759,0.793896,0.981189,0.993776,0.989496,0.972866,0.478333,0.362881,0.995808,,ACOX2_MOUSE,"Peroxisomal acyl-coenzyme A oxidase 2 (EC 1.17.99.3) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA oxidase) (Trihydroxycoprostanoyl-CoA oxidase) (THCA-CoA oxidase) (THCCox)"
Q9QXD6,23,18,0,0.0393765,0.162761,0.38435,0.67818,0.894476,0.978716,0.983777,0.982518,0.30287,0.292773,0.999598,,F16P1_MOUSE,"Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Fructose-1,6-bisphosphatase isozyme 3) (FBPase 3) (Liver FBPase)"
Q9QXE0,19,15,0,0.0403108,0.166106,0.478586,0.692107,0.944758,0.98306,0.985388,0.980044,0.31157,0.341195,0.998817,,HACL1_MOUSE,2-hydroxyacyl-CoA lyase 1 (EC 4.1.2.63) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)
Q9QXF8,12,11,0,0.00282124,0.0931928,0.200907,0.461331,0.88196,0.9915,0.989556,0.987116,0.566458,0.210601,0.995453,,GNMT_MOUSE,Glycine N-methyltransferase (EC 2.1.1.20)
Q9QXG4,6,4,0,0.0667602,0.619588,0.778627,0.877621,0.857933,0.928893,0.946781,0.930582,0.287508,1.08281,0.990717,,ACSA_MOUSE,"Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Propionate--CoA ligase) (EC 6.2.1.17)"
Q9QXS1,10,1,0,0,0,0,1,1,1,1,0.933192,0.493015,0.301318,0.927908,,PLEC_MOUSE,Plectin (PCN) (PLTN) (Plectin-1) (Plectin-6)
Q9QXT0,2,2,0,0,0.050303,0.372211,0.616102,0.831296,0.958973,0.962201,1,0.490067,0.259998,0.997272,,CNPY2_MOUSE,Protein canopy homolog 2 (MIR-interacting saposin-like protein) (Putative secreted protein ZSIG9) (Transmembrane protein 4)
Q9QXX4,25,22,0,0.00247084,0.0510955,0.123027,0.326027,0.647667,0.930126,0.975026,0.97982,0.667601,0.137174,0.997318,,CMC2_MOUSE,Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)
Q9QXZ6,16,7,0,0,0.0933836,0.434758,0.765452,0.946793,0.982367,0.976966,0.998399,0.506562,0.376562,0.997811,,SO1A1_MOUSE,Solute carrier organic anion transporter family member 1A1 (Sodium-independent organic anion-transporting polypeptide 1) (OATP-1) (Solute carrier family 21 member 1)
Q9QY30,13,3,0,0,0,0.149801,0.741201,0.963841,0.964774,1,0.92615,0.742682,0.29936,0.98322,,ABCBB_MOUSE,Bile salt export pump (EC 7.6.2.-) (ATP-binding cassette sub-family B member 11) (Sister of P-glycoprotein)
Q9QY76,3,1,0,0,0.392669,0.621275,0.785663,0.943115,1,1,0.988229,0.109055,0.456104,0.995199,,VAPB_MOUSE,Vesicle-associated membrane protein-associated protein B (VAMP-B) (VAMP-associated protein B) (VAP-B) (VAMP-associated protein 33b)
Q9QYB1,7,1,0,0,0,0,1,1,0.992438,0.986779,0.973806,0.795978,0.357842,0.941562,,CLIC4_MOUSE,Chloride intracellular channel protein 4 (mc3s5/mtCLIC)
Q9QYG0,11,8,0,0.0976288,0.379799,0.779834,0.970263,0.987113,0.985689,0.977255,0.990307,0.280856,0.792165,0.9989,,NDRG2_MOUSE,Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Ndr2)
Q9QYJ0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,DNJA2_MOUSE,DnaJ homolog subfamily A member 2 (mDj3)
Q9QYY9,7,2,0,0.102208,0.0593755,0.199986,0.791425,0.948861,0.979822,1,1,0.456778,0.297467,0.982855,,ADH4_MOUSE,All-trans-retinol dehydrogenase [NAD(+)] ADH4 (EC 1.1.1.105) (ADH2) (Alcohol dehydrogenase 4) (Alcohol dehydrogenase class II) (Alcohol dehydrogenase II)
Q9QZ85,3,2,0,0,0.691967,0.725349,1,0.890758,0.93342,0.95365,0.987834,0.357654,1.35175,0.990253,,IIGP1_MOUSE,Interferon-inducible GTPase 1 (EC 3.6.5.-)
Q9QZ88,5,4,0,0,0,0.129406,0.259625,0.916652,0.946738,0.972717,0.986308,0.882759,0.17882,0.977844,,VPS29_MOUSE,Vacuolar protein sorting-associated protein 29 (Vesicle protein sorting 29)
Q9QZD8,15,4,0,0,0.0232637,0.13649,0.550814,0.868999,0.986213,0.990931,1,0.732785,0.22497,0.993393,,DIC_MOUSE,Mitochondrial dicarboxylate carrier (Solute carrier family 25 member 10)
Q9QZE5,18,14,0,0.0168668,0.177223,0.372768,0.7889,0.953065,0.987085,0.988419,0.985484,0.416585,0.363997,0.997904,,COPG1_MOUSE,Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP)
Q9QZQ8,8,3,0,0,0.0631577,0.101325,0.356583,0.627489,0.910628,0.943202,0.975099,0.627019,0.132025,0.997646,,H2AY_MOUSE,Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y)
Q9QZW0,21,11,0,0,0.0140148,0.104675,0.388155,0.785038,0.958208,0.968721,0.974559,0.803844,0.172155,0.994031,,AT11C_MOUSE,Phospholipid-transporting ATPase 11C (EC 7.6.2.1) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)
Q9R092,1,1,0,0,0,0.417691,1,1,1,0.97474,1,0.341115,0.392779,0.971554,,H17B6_MOUSE,17-beta-hydroxysteroid dehydrogenase type 6 (17-beta-HSD 6) (17-beta-HSD6) (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.239) (EC 1.1.1.53) (EC 1.1.1.62) (17-beta-HSD9) (3-alpha->beta-hydroxysteroid epimerase) (3-alpha->beta-HSE) (Oxidative 3-alpha hydroxysteroid dehydrogenase)
Q9R0H0,33,19,0,0.0813286,0.621383,0.852226,0.982585,0.984424,0.989891,0.994833,0.984177,0.308397,1.30251,0.999524,,ACOX1_MOUSE,"Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase) [Cleaved into: Peroxisomal acyl-CoA oxidase 1, A chain; Peroxisomal acyl-CoA oxidase 1, B chain; Peroxisomal acyl-CoA oxidase 1, C chain]"
Q9R0M5,2,1,0,0,0.0728007,0.151386,0.51516,0.935941,0.993013,1,1,0.417838,0.209884,0.987734,,TPK1_MOUSE,Thiamin pyrophosphokinase 1 (mTPK1) (EC 2.7.6.2) (Thiamine pyrophosphokinase 1)
Q9R0N0,4,1,0,0,0,0,0,1,0.986483,0.945818,1,1.23944,0.160483,0.914813,,GALK1_MOUSE,Galactokinase (EC 2.7.1.6) (Galactose kinase)
Q9R0P3,9,6,0,0.0027191,0.0740392,0.199899,0.382734,0.803848,0.977988,0.993411,0.975546,0.573493,0.178937,0.995965,,ESTD_MOUSE,S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase 10) (Esterase D) (Sid 478)
Q9R0P5,8,3,0,0.00488577,0.0928283,0.235314,0.46294,0.928389,0.984856,0.991369,0.995557,0.549,0.223732,0.994116,,DEST_MOUSE,Destrin (Actin-depolymerizing factor) (ADF) (Sid 23)
Q9R0P6,6,1,0,0,0,0,0.203986,0.896543,1,1,1,0.769946,0.154371,0.956941,,SC11A_MOUSE,Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18) (Sid 2895)
Q9R0Q3,4,1,0,0,0,0,0.633204,1,1,1,1,0.573446,0.22633,0.962328,,TMED2_MOUSE,Transmembrane emp24 domain-containing protein 2 (COPI-coated vesicle membrane protein p24) (Membrane protein p24A) (Sid 394) (p24 family protein beta-1) (p24beta1)
Q9R0Q7,4,3,0,0.0081336,0.223286,0.402198,0.688963,0.938287,1,0.989765,0.995908,0.324548,0.325378,0.999615,,TEBP_MOUSE,Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Sid 3177) (Telomerase-binding protein p23)
Q9R111,1,1,0,0,0,0,0,1,1,1,0.952673,0.886756,0.147864,0.903342,,GUAD_MOUSE,Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH)
Q9R1J0,3,2,0,0.100374,0.62123,0.766653,0.971037,0.992792,1,0.949012,0.994621,0.256338,1.06903,0.997535,,NSDHL_MOUSE,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170)"
Q9R1P0,6,2,0,0.0175804,0.0321633,0.0751575,0.263987,0.96724,0.999702,0.995672,1,0.866439,0.187922,0.968413,,PSA4_MOUSE,Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L)
Q9R1P1,8,6,0,0.022625,0.144823,0.199204,0.650747,0.900754,0.994657,0.994927,0.987557,0.459967,0.256911,0.994346,,PSB3_MOUSE,Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)
Q9R1P3,10,8,0,0.0105416,0.086453,0.276505,0.624168,0.893323,0.985932,0.990716,0.995917,0.512129,0.262854,0.998273,,PSB2_MOUSE,Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)
Q9R1P4,6,5,0,0.0183336,0.105981,0.195771,0.438151,0.812891,0.979559,0.987943,0.969132,0.46656,0.18601,0.99692,,PSA1_MOUSE,Proteasome subunit alpha type-1 (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)
Q9R1S7,6,1,0,0,0,0.990284,1,1,1,0.988448,0.982887,0.519378,0.845784,0.962633,,MRP6_MOUSE,ATP-binding cassette sub-family C member 6 (EC 7.6.2.-) (EC 7.6.2.3) (Multidrug resistance-associated protein 6)
Q9R257,12,2,0,0.0172149,0.432294,0.707234,0.928085,0.998881,0.998615,1,0.999423,0.341256,0.780312,0.999706,,HEBP1_MOUSE,Heme-binding protein 1 (p22HBP)
Q9WTI7,5,1,0,0,0.336906,0.327958,0.498918,0.731938,0.871546,0.902056,0.93086,-0.55439,0.14863,0.987799,,MYO1C_MOUSE,Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)
Q9WTL7,3,2,0,0,0.0953885,0.241312,0.557163,0.99558,0.992547,0.999314,0.980504,0.577978,0.265614,0.99314,,LYPA2_MOUSE,Acyl-protein thioesterase 2 (APT-2) (EC 3.1.2.-) (Lysophospholipase 2) (Lysophospholipase II) (LPL-II) (LysoPLA II) (mLyso II) (Palmitoyl-protein hydrolase) (EC 3.1.2.22)
Q9WTP6,17,1,0,0,0,0.234661,0.431689,0.423368,0.952232,0.992145,0.997355,0.309013,0.118824,0.979918,,KAD2_MOUSE,"Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)"
Q9WTP7,16,8,0,0.0169469,0.0464133,0.257444,0.525029,0.886467,0.983462,0.985166,0.999352,0.559256,0.230687,0.997045,,KAD3_MOUSE,"GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)"
Q9WTX5,4,3,0,0,0.172123,0.72183,0.973664,0.977987,0.977392,0.996625,0.987176,0.465504,0.687975,0.994075,,SKP1_MOUSE,S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (S-phase kinase-associated protein 1A) (p19A) (p19skp1)
